Season,Team,Owner,Player Name,Position,NFL Team,,,,,,,,,
2018,The Comeback of Johnny Man-Zeer,Gavin,Randall Cobb,WR,GB,,,,,,,,,
2018,Spock's 1995 Toyota Camry,TSizz,Derrick Henry,RB,TEN,,,,,,,,,
2018,Team To Be Named Later,James,Curtis Samuel,WR,CAR,,,,,,,,,
2018,SanchezIs MyKeeper,Spear,DJ Moore,WR,CAR,,,,,,,,,
2018,Reverend Payne,Rob,Adam Humphries,WR,TB,,,,,,,,,
2018,LSC Stud Muffins,Dylan,Giovani Bernard,RB,CIN,,,,,,,,,
2018,Team Foote Longs,Wes,Mike Davis,RB,SEA,,,,,,,,,
2018,Seabass and the Fellas,Geoff,Paul Richardson,WR,WAS,,,,,,,,,
2018,Ez Win 4U,Ken,Courtland Sutton,WR,DEN,,,,,,,,,
2018,Eat The Sandwich,Spencer,Jerrick McKinnon,RB,SF,,,,,,,,,
2018,Trust The Process,Tom,Jaylen Samuels,RB,PIT,,,,,,,,,
2018,Gotham City Rogues,Dan,Drew Brees,QB,NO,,,,,,,,,
2018,The Comeback of Johnny Man-Zeer,Gavin,Kalen Ballage,RB,MIA,,,,,,,,,
2018,Spock's 1995 Toyota Camry,TSizz,Taylor Gabriel,WR,DAL,,,,,,,,,
2018,Team To Be Named Later,James,Ian Thomas,TE,CAR,,,,,,,,,
2018,SanchezIs MyKeeper,Spear,Demaryius Thomas,WR,HOU,,,,,,,,,
2018,Reverend Payne,Rob,Nick Vannett,TE,SEA,,,,,,,,,
2018,LSC Stud Muffins,Dylan,Mitchell Trubisky,QB,DAL,,,,,,,,,
2018,Team Foote Longs,Wes,Benjamin Watson,TE,NO,,,,,,,,,
2018,Seabass and the Fellas,Geoff,Michael Gallup,WR,DAL,,,,,,,,,
2018,Ez Win 4U,Ken,Adam Vinatieri,K,IND,,,,,,,,,
2018,Eat The Sandwich,Spencer,Derrius Guice,RB,WAS,,,,,,,,,
2018,Trust The Process,Tom,Bruce Ellington,WR,DET,,,,,,,,,
2018,Gotham City Rogues,Dan,Jeff Wilson Jr.,RB,SF,,,,,,,,,
2018,The Comeback of Johnny Man-Zeer,Gavin,Tyler Boyd,WR,CIN,,,,,,,,,
2018,Spock's 1995 Toyota Camry,TSizz,Cowboys D/ST,DEF,DAL,,,,,,,,,
2018,Team To Be Named Later,James,Nyheim Hines,RB,IND,,,,,,,,,
2018,SanchezIs MyKeeper,Spear,Sterling Shepard,WR,NYG,,,,,,,,,
2018,Reverend Payne,Rob,Bills D/ST,DEF,BUF,,,,,,,,,
2018,LSC Stud Muffins,Dylan,Ryan Succop,K,TEN,,,,,,,,,
2018,Team Foote Longs,Wes,David Moore,WR,SEA,,,,,,,,,
2018,Seabass and the Fellas,Geoff,Alfred BKue,RB,HOU,,,,,,,,,
2018,Eat The Sandwich,Spencer,Devonta Freeman,RB,ATL,,,,,,,,,
2018,Trust The Process,Tom,Carson Wentz,QB,PHI,,,,,,,,,
2018,The Comeback of Johnny Man-Zeer,Gavin,Emmanuel Sanders,WR,DEN,,,,,,,,,
2018,Team To Be Named Later,James,Aaron Jones,RB,GB,,,,,,,,,
2018,SanchezIs MyKeeper,Spear,AJ Greem,WR,CIN,,,,,,,,,
2018,LSC Stud Muffins,Dylan,Le'Veon Bell,RB,PIT,,,,,,,,,
2018,Team Foote Longs,Wes,Albert Wilson,WR,MIA,,,,,,,,,
2018,Seabass and the Fellas,Geoff,Rex Burkhead,RB,NE,,,,,,,,,
2019,SCOTTS TOTS,Ken,Aaron Rodgers,QB,GB,,,,,,,,,
2019,Eat The Sandwich,Spencer,Russell Wilson,QB,SEA,,,,,,,,,
2019,Trust The Process,Tom,Lamar Jackson,QB,BAL,,,,,,,,,
2019,Gotham City Rogues,Dan,Derek Carr,QB,LV,,,,,,,,,
2019,The Comeback of Johnny Man-Zeer,Gavin,Drew Brees,QB,NO,,,,,,,,,
2019,Subverted Expectations,TSizz,Kyler Murray,QB,ARI,,,,,,,,,
2019,John Loves Dogs,James,Carson Wentz,QB,PHI,,,,,,,,,
2019,Clutch Gene,Spear,Deshaun Watson,QB,HOU,,,,,,,,,
2019,Reverend Payne,Rob,Ryan Tannehill,QB,TEN,,,,,,,,,
2019,LSC Stud Muffins,Dylan,Jacob Brissett,QB,IND,,,,,,,,,
2019,Victim Complexes,Wes,Jimmy Garoppolo,QB,SF,,,,,,,,,
2019,Seabass and the Fellas,Geoff,Matt Ryan,QB,ATL,,,,,,,,,
2019,SCOTTS TOTS,Ken,Kenyan Drake,RB,ARI,,,,,,,,,
2019,Eat The Sandwich,Spencer,Kareem Hunt,RB,CLE,,,,,,,,,
2019,Trust The Process,Tom,Todd Gurley II,RB,LAR,,,,,,,,,
2019,Gotham City Rogues,Dan,James Conner,RB,PIT,,,,,,,,,
2019,The Comeback of Johnny Man-Zeer,Gavin,Derrick Henry,RB,TEN,,,,,,,,,
2019,Subverted Expectations,TSizz,Christian McCaffrey,RB,CAR,,,,,,,,,
2019,John Loves Dogs,James,Aaron Jones,RB,GB,,,,,,,,,
2019,Clutch Gene,Spear,Miles Sanders,RB,PHI,,,,,,,,,
2019,Reverend Payne,Rob,Chris Carson,RB,SEA,,,,,,,,,
2019,LSC Stud Muffins,Dylan,Le'Veon Bell,RB,NYJ,,,,,,,,,
2019,Victim Complexes,Wes,Nick Chubb,RB,CLE,,,,,,,,,
2019,Seabass and the Fellas,Geoff,Alvin Kamara,RB,NO,,,,,,,,,
2019,SCOTTS TOTS,Ken,Ronald Jones II,RB,TB,,,,,,,,,
2019,Eat The Sandwich,Spencer,Ezekiel Elliott,RB,DAL,,,,,,,,,
2019,Trust The Process,Tom,Saquon Barkley,RB,NYG,,,,,,,,,
2019,Gotham City Rogues,Dan,Joe Mixon,RB,CIN,,,,,,,,,
2019,The Comeback of Johnny Man-Zeer,Gavin,Mark Ingram II,RB,BAL,,,,,,,,,
2019,Subverted Expectations,TSizz,Sony Michel,RB,NE,,,,,,,,,
2019,John Loves Dogs,James,Devonta Freeman,RB,ATL,,,,,,,,,
2019,Clutch Gene,Spear,Patrick Laird,RB,MIA,,,,,,,,,
2019,Reverend Payne,Rob,Leonard Fournette,RB,JAX,,,,,,,,,
2019,LSC Stud Muffins,Dylan,Phillip Lindsay,RB,DEN,,,,,,,,,
2019,Victim Complexes,Wes,Austin Ekeler,RB,LAC,,,,,,,,,
2019,Seabass and the Fellas,Geoff,Melvin Gordon,RB,LAC,,,,,,,,,
2019,SCOTTS TOTS,Ken,Anthony Miller,WR,DAL,,,,,,,,,
2019,Eat The Sandwich,Spencer,Marshawn Lynch,RB,SEA,,,,,,,,,
2019,Trust The Process,Tom,Will Fuller V,WR,HOU,,,,,,,,,
2019,Gotham City Rogues,Dan,Christian Kirk,WR,ARI,,,,,,,,,
2019,The Comeback of Johnny Man-Zeer,Gavin,DJ Moore,WR,CAR,,,,,,,,,
2019,Subverted Expectations,TSizz,Mike Williams,WR,LAC,,,,,,,,,
2019,John Loves Dogs,James,Marlon Mack,RB,IND,,,,,,,,,
2019,Clutch Gene,Spear,Curtis Samuel,WR,CAR,,,,,,,,,
2019,Reverend Payne,Rob,James White,RB,NE,,,,,,,,,
2019,LSC Stud Muffins,Dylan,Nyheim Hines,RB,IND,,,,,,,,,
2019,Victim Complexes,Wes,Devin Singletary,RB,BUF,,,,,,,,,
2019,Seabass and the Fellas,Geoff,Keenan Allen,WR,LAC,,,,,,,,,
2019,SCOTTS TOTS,Ken,Adam Thielen,WR,MIN,,,,,,,,,
2019,Eat The Sandwich,Spencer,Cooper Kupp,WR,LAR,,,,,,,,,
2019,Trust The Process,Tom,Amari Cooper,WR,DAL,,,,,,,,,
2019,Gotham City Rogues,Dan,Stefon Diggs,WR,MIN,,,,,,,,,
2019,The Comeback of Johnny Man-Zeer,Gavin,Allen Robinson,WR,DAL,,,,,,,,,
2019,Subverted Expectations,TSizz,Tyreek Hill,WR,KC,,,,,,,,,
2019,John Loves Dogs,James,Davante Adams,WR,GB,,,,,,,,,
2019,Clutch Gene,Spear,Tyler Lockett,WR,SEA,,,,,,,,,
2019,Reverend Payne,Rob,Courtland Sutton,WR,DEN,,,,,,,,,
2019,LSC Stud Muffins,Dylan,Danny Ammendola,WR,DET,,,,,,,,,
2019,Victim Complexes,Wes,Michael Thomas,WR,NO,,,,,,,,,
2019,Seabass and the Fellas,Geoff,Sammy Watkins,WR,KC,,,,,,,,,
2019,SCOTTS TOTS,Ken,DJ Chark Jr.,WR,JAX,,,,,,,,,
2019,Eat The Sandwich,Spencer,Breshad Perriman,WR,TB,,,,,,,,,
2019,Trust The Process,Tom,Kenny Golladay,WR,DET,,,,,,,,,
2019,Gotham City Rogues,Dan,Tyler Boyd,WR,CIN,,,,,,,,,
2019,The Comeback of Johnny Man-Zeer,Gavin,Cole Beasley,WR,BUF,,,,,,,,,
2019,Subverted Expectations,TSizz,Kenny Stills,WR,HOU,,,,,,,,,
2019,John Loves Dogs,James,Odell Beckham Jr.,WR,CLE,,,,,,,,,
2019,Clutch Gene,Spear,Deebo Samuel,WR,SF,,,,,,,,,
2019,Reverend Payne,Rob,Terry McLaurin,WR,WAS,,,,,,,,,
2019,LSC Stud Muffins,Dylan,Michael Gallup,WR,DAL,,,,,,,,,
2019,Victim Complexes,Wes,Jamison Crowder,WR,NYJ,,,,,,,,,
2019,Seabass and the Fellas,Geoff,Hollywood Brown,WR,BAL,,,,,,,,,
2019,SCOTTS TOTS,Ken,James Washington,WR,PIT,,,,,,,,,
2019,Eat The Sandwich,Spencer,Golden Tate,WR,NYG,,,,,,,,,
2019,Trust The Process,Tom,DK Metcalf,WR,SEA,,,,,,,,,
2019,Gotham City Rogues,Dan,DeVante Parker,WR,MIA,,,,,,,,,
2019,The Comeback of Johnny Man-Zeer,Gavin,DeAndre Hopkins,WR,HOU,,,,,,,,,
2019,Subverted Expectations,TSizz,Jarvis Landry,WR,CLE,,,,,,,,,
2019,John Loves Dogs,James,Sterling Shepard,WR,NYG,,,,,,,,,
2019,Clutch Gene,Spear,Julian Edelman,WR,NE,,,,,,,,,
2019,Reverend Payne,Rob,Robert Woods,WR,LAR,,,,,,,,,
2019,LSC Stud Muffins,Dylan,Julio Jones,WR,ATL,,,,,,,,,
2019,Victim Complexes,Wes,Zach Pascal,WR,IND,,,,,,,,,
2019,Seabass and the Fellas,Geoff,Marvin Jones,WR,DET,,,,,,,,,
2019,SCOTTS TOTS,Ken,Tyler Higbee,TE,LAR,,,,,,,,,
2019,Eat The Sandwich,Spencer,Dallas Goedert,TE,PHI,,,,,,,,,
2019,Trust The Process,Tom,OJ Howard,TE,TB,,,,,,,,,
2019,Gotham City Rogues,Dan,Jared Cook,TE,NO,,,,,,,,,
2019,The Comeback of Johnny Man-Zeer,Gavin,Zach Ertz,TE,PHI,,,,,,,,,
2019,Subverted Expectations,TSizz,Jack Doyle,TE,IND,,,,,,,,,
2019,John Loves Dogs,James,Darren Waller,TE,LV,,,,,,,,,
2019,Clutch Gene,Spear,George Kittle,TE,SF,,,,,,,,,
2019,Reverend Payne,Rob,Hunter Henry,TE,LAC,,,,,,,,,
2019,LSC Stud Muffins,Dylan,Jonnu Smith,TE,TEN,,,,,,,,,
2019,Victim Complexes,Wes,Mark Andrews,TE,BAL,,,,,,,,,
2019,Seabass and the Fellas,Geoff,Jason Witten,TE,DAL,,,,,,,,,
2019,SCOTTS TOTS,Ken,Bills D/ST,DEF,BUF,,,,,,,,,
2019,Eat The Sandwich,Spencer,Chiefs D/ST,DEF,KC,,,,,,,,,
2019,Trust The Process,Tom,Steelers D/ST,DEF,PIT,,,,,,,,,
2019,Gotham City Rogues,Dan,Patriots D/ST,DEF,NE,,,,,,,,,
2019,The Comeback of Johnny Man-Zeer,Gavin,Jaguars D/ST,DEF,JAX,,,,,,,,,
2019,Subverted Expectations,TSizz,Bears D/ST,DEF,CHI,,,,,,,,,
2019,John Loves Dogs,James,Ravens D/ST,DEF,BAL,,,,,,,,,
2019,Clutch Gene,Spear,Washington D/ST,DEF,WAS,,,,,,,,,
2019,Reverend Payne,Rob,49ers D/ST,DEF,SF,,,,,,,,,
2019,LSC Stud Muffins,Dylan,Seahawks D/ST,DEF,SEA,,,,,,,,,
2019,Victim Complexes,Wes,Broncos D/ST,DEF,DEN,,,,,,,,,
2019,Seabass and the Fellas,Geoff,Browns D/ST,DEF,CLE,,,,,,,,,
2019,SCOTTS TOTS,Ken,Josh Lambo,K,JAX,,,,,,,,,
2019,Eat The Sandwich,Spencer,Younghoe Koo,K,ATL,,,,,,,,,
2019,Trust The Process,Tom,Michael Badgley,K,LAC,,,,,,,,,
2019,Gotham City Rogues,Dan,Wil Lutz,K,NO,,,,,,,,,
2019,The Comeback of Johnny Man-Zeer,Gavin,Chris Boswell,K,PIT,,,,,,,,,
2019,Subverted Expectations,TSizz,Greg Zuerlein,K,LAR,,,,,,,,,
2019,John Loves Dogs,James,Harrison Butker,K,KC,,,,,,,,,
2019,Clutch Gene,Spear,Dan Bailey,K,MIN,,,,,,,,,
2019,Reverend Payne,Rob,Joey Slye,K,CAR,,,,,,,,,
2019,LSC Stud Muffins,Dylan,Justin Tucker,K,BAL,,,,,,,,,
2019,Victim Complexes,Wes,Jake Elliott,K,PHI,,,,,,,,,
2019,Seabass and the Fellas,Geoff,Matt Gay,K,TB,,,,,,,,,
2019,SCOTTS TOTS,Ken,David Johnson,RB,ARI,,,,,,,,,
2019,Eat The Sandwich,Spencer,Dalvin Cook,RB,MIN,,,,,,,,,
2019,Trust The Process,Tom,Brandin Cooks,WR,LAR,,,,,,,,,
2019,Gotham City Rogues,Dan,Josh Jacobs,RB,LV,,,,,,,,,
2019,The Comeback of Johnny Man-Zeer,Gavin,AJ Brown,WR,TEN,,,,,,,,,
2019,Subverted Expectations,TSizz,"Mohamed Sanu Jr,",WR,NE,,,,,,,,,
2019,John Loves Dogs,James,David Montgomery,RB,DAL,,,,,,,,,
2019,Clutch Gene,Spear,Kelvin Harmon,WR,WAS,,,,,,,,,
2019,Reverend Payne,Rob,Calvin Ridley,WR,ATL,,,,,,,,,
2019,LSC Stud Muffins,Dylan,Patrick Mahomes,QB,KC,,,,,,,,,
2019,Victim Complexes,Wes,Duke Johnson,RB,HOU,,,,,,,,,
2019,Seabass and the Fellas,Geoff,Travis Kelce,TE,KC,,,,,,,,,
2019,SCOTTS TOTS,Ken,Derrius Guice,RB,WAS,,,,,,,,,
2019,Eat The Sandwich,Spencer,Tarik Cohen,RB,DAL,,,,,,,,,
2019,Trust The Process,Tom,Emmanuel Sanders,WR,SF,,,,,,,,,
2019,Gotham City Rogues,Dan,Jordan Howard,RB,PHI,,,,,,,,,
2019,The Comeback of Johnny Man-Zeer,Gavin,Randall Cobb,WR,DAL,,,,,,,,,
2019,Subverted Expectations,TSizz,Jameis Winston,QB,TB,,,,,,,,,
2019,John Loves Dogs,James,Chris Godwin,WR,TB,,,,,,,,,
2019,Clutch Gene,Spear,Diontae Johnson,WR,PIT,,,,,,,,,
2019,Reverend Payne,Rob,Dede Westbrook,WR,JAX,,,,,,,,,
2019,LSC Stud Muffins,Dylan,Austin Hooper,TE,ATL,,,,,,,,,
2019,Victim Complexes,Wes,Tyrell Williams,WR,LV,,,,,,,,,
2019,Seabass and the Fellas,Geoff,Alshon Jeffery,WR,PHI,,,,,,,,,
2019,SCOTTS TOTS,Ken,Damien Williams,RB,KC,,,,,,,,,
2019,Eat The Sandwich,Spencer,Carlos Hyde,RB,HOU,,,,,,,,,
2019,Trust The Process,Tom,Tevin Coleman,RB,SF,,,,,,,,,
2019,Gotham City Rogues,Dan,Jaylen Samuels,RB,PIT,,,,,,,,,
2019,The Comeback of Johnny Man-Zeer,Gavin,Jamaal Williams,RB,GB,,,,,,,,,
2019,Subverted Expectations,TSizz,Jimy Graham,TE,GB,,,,,,,,,
2019,John Loves Dogs,James,Greg Olsen,TE,SEA,,,,,,,,,
2019,Clutch Gene,Spear,Chris Conley,WR,JAX,,,,,,,,,
2019,Reverend Payne,Rob,Zan Gonzalez,K,ARI,,,,,,,,,
2019,LSC Stud Muffins,Dylan,Tyler Eifert,TE,CIN,,,,,,,,,
2019,Victim Complexes,Wes,John Brown,WR,BUF,,,,,,,,,
2019,Seabass and the Fellas,Geoff,Royce Freeman,RB,DEN,,,,,,,,,
2019,SCOTTS TOTS,Ken,Jets D/ST,DEF,NYJ,,,,,,,,,
2019,Eat The Sandwich,Spencer,TY Hilton,WR,IND,,,,,,,,,
2019,Trust The Process,Tom,Rams D/ST,DEF,LAR,,,,,,,,,
2019,Gotham City Rogues,Dan,Ty Johnson,RB,DET,,,,,,,,,
2019,The Comeback of Johnny Man-Zeer,Gavin,Taylor Gabriel,WR,DAL,,,,,,,,,
2019,Subverted Expectations,TSizz,Matthew Stafford,QB,DET,,,,,,,,,
2019,John Loves Dogs,James,Josh Allen,QB,BUF,,,,,,,,,
2019,Clutch Gene,Spear,Greg Ward Jr.,WR,PHI,,,,,,,,,
2019,Reverend Payne,Rob,Tom Brady,QB,NE,,,,,,,,,
2019,LSC Stud Muffins,Dylan,JuJu Smith-Schuster,WR,PIT,,,,,,Robert Woods,WR,Robert Woods,WR
2019,Victim Complexes,Wes,Robby Anderson,WR,NYJ,,,,,,,,,
2019,Seabass and the Fellas,Geoff,Christ Thompson,RB,WAS,,,,,,Marquise Brown,RB/WR,Marquise Brown,RB/WR
2019,SCOTTS TOTS,Ken,Ryan Griffin,TE,NYJ,,,,,,Hayden Hurst,TE,Hayden Hurst,TE
2019,Eat The Sandwich,Spencer,Larry Fitzgerald,WR,ARI,,,,,,,,,
2019,Trust The Process,Tom,LeSean McCoy,RB,KC,,,,,,,,,
2019,Gotham City Rogues,Dan,Daniel Jones,QB,NYG,,,,,,Rodrigo Blankenship,K,Rodrigo Blankenship,K
2019,The Comeback of Johnny Man-Zeer,Gavin,Jacob Hollister,TE,SEA,,,,,,Michael Pittman Jr.,BE,Michael Pittman Jr.,BE
2019,Subverted Expectations,TSizz,Frank Gore,RB,BUF,,,,,,Browns D/ST,D/ST,Browns D/ST,D/ST
2019,John Loves Dogs,James,Kirk Cousins,QB,MIN,,,,,,,,,
2019,Clutch Gene,Spear,Mike Gesicki,TE,MIA,,,,,,,,,
2019,Reverend Payne,Rob,Gerald Everett,TE,LAR,,,,,,,,,
2019,LSC Stud Muffins,Dylan,Dak Prescott,QB,DAL,,,,,,Robert Woods,WR,Robert Woods,WR
2019,Victim Complexes,Wes,Corey Davis,WR,TEN,,,,,,,,,
2019,Seabass and the Fellas,Geoff,Raheem Mostert,RB,SF,,,,,,Marquise Brown,RB/WR,Marquise Brown,RB/WR
2019,SCOTTS TOTS,Ken,Keelan Cole,WR,JAX,,,,,,Hayden Hurst,TE,Hayden Hurst,TE
2019,Eat The Sandwich,Spencer,Evan Engram,TE,NYG,,,,,,,,,
2019,Trust The Process,Tom,Noah Fant,TE,DEN,,,,,,,,,
2019,Gotham City Rogues,Dan,N'Keal Harry,WR,NE,,,,,,Rodrigo Blankenship,K,Rodrigo Blankenship,K
2019,The Comeback of Johnny Man-Zeer,Gavin,Adrian Peterson,RB,WAS,,,,,,Michael Pittman Jr.,BE,Michael Pittman Jr.,BE
2019,Subverted Expectations,TSizz,Nelson Agholor,WR,PHI,,,,,,Browns D/ST,D/ST,Browns D/ST,D/ST
2019,John Loves Dogs,James,DeAndre Washington,RB,LV,,,,,,,,,
2019,Reverend Payne,Rob,Darius Slayton,WR,NYG,,,,,,,,,
2019,LSC Stud Muffins,Dylan,Trey Edmunds,RB,PIT,,,,,,Allen Robinson II,WR/TE,Allen Robinson II,WR/TE
2019,Victim Complexes,Wes,Darren Fells,TE,HOU,,,,,,,,,
2019,Seabass and the Fellas,Geoff,Russell Gage,WR,ATL,,,,,,Antonio Gibson,RB,Antonio Gibson,RB
2019,John Loves Dogs,James,AJ Green,WR,CIN,,,Austin Ekeler,RB,,,,,
2019,Clutch Gene,Spear,Mike Evans,WR,TB,,,,,,,,,
2019,LSC Stud Muffins,Dylan,David Njoku,TE,CLE,,,Allen Robinson II,WR/TE,,Allen Robinson II,WR/TE,Allen Robinson II,WR/TE
2019,Victim Complexes,Wes,Kerryon Johnson,RB,DET,,,,,,,,,
2020,He's Still Alive,Ken,Derek Carr,QB,LV,,,Antonio Gibson,RB,,Antonio Gibson,RB,Antonio Gibson,RB
2020,Eat The Sandwich,Spencer,Daniel Jones,QB,NYG,,,,,,,,,
2020,Wreck Everyone and Lose,Tom,Patrick Mahomes,QB,KC,,,,,,,,,
2020,Gotham City Rogues,Dan,Mitchell Trubisky,QB,DAL,,,Ben Roethlisberger,BE,,Ben Roethlisberger,BE,Ben Roethlisberger,BE
2020,The Comeback of Johnny Man-Zeer,Gavin,Aaron Rodgers,QB,GB,,,Dallas Goedert,BE,,Dallas Goedert,BE,Dallas Goedert,BE
2020,"Make POs, Lose In QFs, Repeat",TSizz,Ryan Tannehill,QB,TEN,,,Rodrigo Blankenship,K,,Rodrigo Blankenship,K,Rodrigo Blankenship,K
2020,Reverend Payne,Rob,Deshaun Watson,QB,HOU,,,,,,,,,
2020,Seabass and the Fellas,Geoff,Russell Wilson,QB,SEA,,,Browns D/ST,D/ST,,Browns D/ST,D/ST,Browns D/ST,D/ST
2020,He's Still Alive,Ken,David Johnson,RB,HOU,,,Jalen Hurts,QB,,Jalen Hurts,QB,Jalen Hurts,QB
2020,Eat The Sandwich,Spencer,Le'Veon Bell,RB,KC,,,,,,,,,
2020,Wreck Everyone and Lose,Tom,Miles Sanders,RB,PHI,,,,,,,,,
2020,Gotham City Rogues,Dan,Alvin Kamara,RB,NO,,,Giovani Bernard,BE,,Giovani Bernard,BE,Giovani Bernard,BE
2020,The Comeback of Johnny Man-Zeer,Gavin,Todd Gurley II,RB,ATL,,,,,,,,,
2020,"Make POs, Lose In QFs, Repeat",TSizz,Nick Chubb,RB,CLE,,,,,,,,,
2020,Reverend Payne,Rob,Melvin Gordon III,RB,DEN,,,,,,,,,
2020,Seabass and the Fellas,Geoff,Dalvin Cook,RB,MIN,,,,,,,,,
2020,He's Still Alive,Ken,Kareem Hunt,RB,CLE,,,,,,,,,
2020,Eat The Sandwich,Spencer,Jerick McKinnon,RB,SF,,,,,,,,,
2020,Wreck Everyone and Lose,Tom,Kenyan Drake,RB,ARI,,,,,,,,,
2020,Gotham City Rogues,Dan,JK Dobbins,RB,BAL,,,,,,,,,
2020,The Comeback of Johnny Man-Zeer,Gavin,Duke Johnson,RB,HOU,,,,,,,,,
2020,"Make POs, Lose In QFs, Repeat",TSizz,Derrick Henry,RB,TEN,,,,,,,,,
2020,Reverend Payne,Rob,Jeff Wilson Jr,RB,SF,,,,,,,,,
2020,Seabass and the Fellas,Geoff,Jonathan Taylor,RB,IND,,,,,,,,,
2020,He's Still Alive,Ken,Keenan Allen,WR,LAC,,,,,,,,,
2020,Eat The Sandwich,Spencer,Juju Smith-Schuster,WR,PIT,,,,,,,,,
2020,Wreck Everyone and Lose,Tom,Mike Davis,RB,CAR,,,,,,,,,
2020,Gotham City Rogues,Dan,Jakobi Meyers,WR,NE,,,,,,,,,
2020,The Comeback of Johnny Man-Zeer,Gavin,Marvin Jones,WR,DET,,,,,,,,,
2020,"Make POs, Lose In QFs, Repeat",TSizz,Malcolm Brown,RB,LAR,,,,,,,,,
2020,Reverend Payne,Rob,Stefon Diggs,WR,BUF,,,,,,,,,
2020,Seabass and the Fellas,Geoff,Tyreek Hill,WR,KC,,,,,,,,,
2020,He's Still Alive,Ken,Michael Thomas,WR,NO,,,,,,,,,
2020,Eat The Sandwich,Spencer,Sterling Shepard,WR,NYG,,,,,,,,,
2020,Wreck Everyone and Lose,Tom,Calvin Ridley,WR,ATL,,,,,,,,,
2020,Gotham City Rogues,Dan,Amari Cooper,WR,DAL,,,,,,,,,
2020,The Comeback of Johnny Man-Zeer,Gavin,Brandin Cooks,WR,HOU,,,,,,,,,
2020,"Make POs, Lose In QFs, Repeat",TSizz,Corey Davis,WR,TEN,,,,,,,,,
2020,Reverend Payne,Rob,DeAndre Hopkins,WR,ARI,,,,,,,,,
2020,Seabass and the Fellas,Geoff,DJ Moore,WR,CAR,,,,,,,,,
2020,He's Still Alive,Ken,Curtis Samuel,WR,CAR,,,,,,,,,
2020,Eat The Sandwich,Spencer,Antonio Brown,WR,TB,,,,,,,,,
2020,Wreck Everyone and Lose,Tom,Mike Williams,WR,LAC,,,,,,,,,
2020,Gotham City Rogues,Dan,Robby Anderson,WR,CAR,,,,,,,,,
2020,The Comeback of Johnny Man-Zeer,Gavin,Justin Jefferson,WR,MIN,,,,,,,,,
2020,"Make POs, Lose In QFs, Repeat",TSizz,Allen Lazard,WR,GB,,,,,,,,,
2020,Reverend Payne,Rob,Sammy Watkins,WR,KC,,,,,,,,,
2020,Seabass and the Fellas,Geoff,Tyler Lockett,WR,SEA,,,,,,,,,
2020,He's Still Alive,Ken,Keke Coutee,WR,HOU,,,,,,,,,
2020,Eat The Sandwich,Spencer,Austin Hooper,TE,CLE,,,,,,,,,
2020,Wreck Everyone and Lose,Tom,CeeDee Lamb,WR,DAL,,,,,,,,,
2020,Gotham City Rogues,Dan,AJ Brown,WR,TEN,,,,,,,,,
2020,The Comeback of Johnny Man-Zeer,Gavin,Cooper Kupp,WR,LAR,,,,,,,,,
2020,"Make POs, Lose In QFs, Repeat",TSizz,DJ Chark Jr.,WR,JAX,,,,,,,,,
2020,Reverend Payne,Rob,Jamison Crowder,WR,NYJ,,,,,,,,,
2020,Seabass and the Fellas,Geoff,Logan Thomas,TE,WAS,,,,,,,,,
2020,He's Still Alive,Ken,Travis Kelce,TE,KC,,,,,,,,,
2020,Eat The Sandwich,Spencer,Robert Tonyan,TE,GB,,,,,,,,,
2020,Wreck Everyone and Lose,Tom,Evan Engram,TE,NYG,,,,,,,,,
2020,Gotham City Rogues,Dan,Mike Gesicki,TE,MIA,,,,,,,,,
2020,The Comeback of Johnny Man-Zeer,Gavin,Dalton Schultz,TE,DAL,,,,,,,,,
2020,"Make POs, Lose In QFs, Repeat",TSizz,Eric Ebron,TE,PIT,,,,,,,,,
2020,Reverend Payne,Rob,Darren Waller,TE,LV,,,,,,,,,
2020,Seabass and the Fellas,Geoff,TJ Hockenson,TE,DET,,,,,,,,,
2020,He's Still Alive,Ken,Rams D/ST,DEF,LAR,,,,,,,,,
2020,Eat The Sandwich,Spencer,Panthers D/ST,DEF,CAR,,,,,,,,,
2020,Wreck Everyone and Lose,Tom,Ravens D/ST,DEF,BAL,,,,,,,,,
2020,Gotham City Rogues,Dan,Bills D/ST,DEF,BUF,,,,,,,,,
2020,The Comeback of Johnny Man-Zeer,Gavin,Patriots D/ST,DEF,NE,,,,,,,,,
2020,"Make POs, Lose In QFs, Repeat",TSizz,Cheifs D/ST,DEF,KC,,,,,,,,,
2020,Reverend Payne,Rob,Steelers D/ST,DEF,PIT,,,,,,,,,
2020,Seabass and the Fellas,Geoff,Colts D/ST,DEF,IND,,,,,,,,,
2020,He's Still Alive,Ken,Wil Lutz,K,NO,,,,,,,,,
2020,Eat The Sandwich,Spencer,Younghoe Koo,K,ATL,,,,,,,,,
2020,Wreck Everyone and Lose,Tom,Daniel Carlson,K,LV,,,,,,,,,
2020,Gotham City Rogues,Dan,Jason Sanders,K,MIA,,,,,,,,,
2020,The Comeback of Johnny Man-Zeer,Gavin,Mason Crosby,K,GB,,,,,,,,,
2020,"Make POs, Lose In QFs, Repeat",TSizz,Harrison Butker,K,KC,,,,,,,,,
2020,Reverend Payne,Rob,Justin Tucker,K,BAL,,,,,,,,,
2020,Seabass and the Fellas,Geoff,Tyler Bass,K,BUF,,,,,,,,,
2020,He's Still Alive,Ken,Deebo Samuel,WR,SF,,,,,,,,,
