year,week,team,team_owner,team_score,opponent,opponent_owner,opponent_score,result,is_playoff,bracket_type,playoff_round,team_seed,opponent_seed
2014,12,Two First Names,Spear,125.3,Eat The Sandwich,Spencer,138.7,LOSS,FALSE,,,,
2014,12,Paper Thin Walls,Geoff,122.3,Caucasion Sasquatch,Ken,100,WIN,FALSE,,,,
2014,12,Johnny Clipboards,Gavin,172.4,The Thirteenth District,James,102.1,WIN,FALSE,,,,
2014,12,Team Charles,Charles,106.8,Brookfield Brawlers,Rob,145.2,LOSS,FALSE,,,,
2014,12,Team Foote Longs,Wes,87.6,Rapid City Monuments,Tsizz,126.2,LOSS,FALSE,,,,
2014,13,Eat The Sandwich,Spencer,170.5,Salsa Dancing,Tom,168.3,WIN,FALSE,,,,
2014,13,Caucasion Sasquatch,Ken,118.2,Two First Names,Spear,144.9,LOSS,FALSE,,,,
2014,13,The Thirteenth District,James,112.6,Paper Thin Walls,Geoff,157.6,LOSS,FALSE,,,,
2014,13,Brookfield Brawlers,Rob,127.3,Johnny Clipboards,Gavin,177,LOSS,FALSE,,,,
2014,13,Rapid City Monuments,Tsizz,146.8,Team Charles,Charles,103.6,WIN,FALSE,,,,
2014,13,Gotham City Rogues,Dan,124.4,Team Foote Longs,Wes,120.7,WIN,FALSE,,,,
2014,14,Paper Thin Walls,Geoff,286.2,Salsa Dancing,Tom,275.5,WIN,TRUE,Winners,1,1,4
2014,14,Eat The Sandwich,Spencer,311.1,Johnny Clipboards,Gavin,308.8,WIN,TRUE,Winners,1,2,3
2014,14,Gotham City Rogues,Dan,217.3,Team Foote Longs,Wes,222,LOSS,TRUE,Consolation,1,5,6
2014,14,Brookfield Brawlers,Rob,223.9,Two First Names,Spear,295.3,LOSS,TRUE,Consolation,1,7,8
2014,14,Caucasion Sasquatch,Ken,211.4,Rapid City Monuments,Tsizz,170.8,WIN,TRUE,Consolation,1,9,10
2014,14,The Thirteenth District,James,240.5,Team Charles,Charles,242.9,LOSS,TRUE,Consolation,1,11,12
2014,15,Paper Thin Walls,Geoff,217.1,Eat The Sandwich,Spencer,224.8,LOSS,TRUE,Winners,2,1,2
2014,15,Johnny Clipboards,Gavin,320.6,Salsa Dancing,Tom,244.3,WIN,TRUE,Winners,2,3,4
2014,15,Team Foote Longs,Wes,177.1,Two First Names,Spear,194.8,LOSS,TRUE,Consolation,2,6,8
2014,15,Gotham City Rogues,Dan,213.5,Caucasion Sasquatch,Ken,248.8,LOSS,TRUE,Consolation,2,5,9
2014,15,Brookfield Brawlers,Rob,253.2,Team Charles,Charles,338.9,LOSS,TRUE,Consolation,2,7,12
2014,15,Rapid City Monuments,Tsizz,208.6,The Thirteenth District,James,234.9,LOSS,TRUE,Consolation,2,10,11
2015,1,Eat The Sandwich,Spencer,147.1,Gotham City Rogues,Dan,127.3,WIN,FALSE,,,,
2015,1,Rapid City Monuments,Tsizz,141.7,Threat Level Midnight,Ken,106.4,WIN,FALSE,,,,
2015,1,Reverend Payne,Rob,127.9,Republic City Fire Ferrets,James,134.4,LOSS,FALSE,,,,
2015,1,AutoDrafted Scrubs,Spear,159.3,The Buzzards,Tom,115,WIN,FALSE,,,,
2015,1,Team Foote Longs,Wes,139.1,Paper Thin Walls,Geoff,109.1,WIN,FALSE,,,,
2015,1,LSC Stud Muffins,Dylan,115,Johnny Man-Zeer,Gavin,142.5,LOSS,FALSE,,,,
2015,2,Gotham City Rogues,Dan,164,Threat Level Midnight,Ken,129.7,WIN,FALSE,,,,
2015,2,Republic City Fire Ferrets,James,110.1,Eat The Sandwich,Spencer,115,LOSS,FALSE,,,,
2015,2,Reverend Payne,Rob,158.4,Rapid City Monuments,Tsizz,130.9,WIN,FALSE,,,,
2015,2,The Buzzards,Tom,110.8,Paper Thin Walls,Geoff,118.5,LOSS,FALSE,,,,
2015,2,Johnny Man-Zeer,Gavin,147.9,AutoDrafted Scrubs,Spear,113.4,WIN,FALSE,,,,
2015,2,LSC Stud Muffins,Dylan,89.5,Team Foote Longs,Wes,127.1,LOSS,FALSE,,,,
2015,3,Republic City Fire Ferrets,James,121.9,Gotham City Rogues,Dan,173.8,LOSS,FALSE,,,,
2015,3,Threat Level Midnight,Ken,119.6,Reverend Payne,Rob,163,LOSS,FALSE,,,,
2015,3,Eat The Sandwich,Spencer,164.7,Rapid City Monuments,Tsizz,117.8,WIN,FALSE,,,,
2015,3,Johnny Man-Zeer,Gavin,112.6,The Buzzards,Tom,157.8,LOSS,FALSE,,,,
2015,3,Paper Thin Walls,Geoff,132.8,LSC Stud Muffins,Dylan,83.5,WIN,FALSE,,,,
2015,3,AutoDrafted Scrubs,Spear,166.1,Team Foote Longs,Wes,141,WIN,FALSE,,,,
2015,4,Gotham City Rogues,Dan,103.1,Reverend Payne,Rob,116.7,LOSS,FALSE,,,,
2015,4,Rapid City Monuments,Tsizz,128.1,Republic City Fire Ferrets,James,106.5,WIN,FALSE,,,,
2015,4,Eat The Sandwich,Spencer,164.7,Threat Level Midnight,Ken,91.7,WIN,FALSE,,,,
2015,4,The Buzzards,Tom,75.8,LSC Stud Muffins,Dylan,77.6,LOSS,FALSE,,,,
2015,4,Team Foote Longs,Wes,105.5,Johnny Man-Zeer,Gavin,119.2,LOSS,FALSE,,,,
2015,4,AutoDrafted Scrubs,Spear,151.6,Paper Thin Walls,Geoff,91.4,WIN,FALSE,,,,
2015,5,Rapid City Monuments,Tsizz,134.2,Gotham City Rogues,Dan,169,LOSS,FALSE,,,,
2015,5,Reverend Payne,Rob,137.1,Eat The Sandwich,Spencer,128.9,WIN,FALSE,,,,
2015,5,Republic City Fire Ferrets,James,171,Threat Level Midnight,Ken,106.3,WIN,FALSE,,,,
2015,5,Team Foote Longs,Wes,98.4,The Buzzards,Tom,112.5,LOSS,FALSE,,,,
2015,5,LSC Stud Muffins,Dylan,56.9,AutoDrafted Scrubs,Spear,117.3,LOSS,FALSE,,,,
2015,5,Johnny Man-Zeer,Gavin,151.6,Paper Thin Walls,Geoff,115.9,WIN,FALSE,,,,
2015,6,Gotham City Rogues,Dan,134.7,The Buzzards,Tom,105.6,WIN,FALSE,,,,
2015,6,Eat The Sandwich,Spencer,170.2,AutoDrafted Scrubs,Spear,148.2,WIN,FALSE,,,,
2015,6,Threat Level Midnight,Ken,120,Paper Thin Walls,Geoff,115.2,WIN,FALSE,,,,
2015,6,Republic City Fire Ferrets,James,147.9,Johnny Man-Zeer,Gavin,113.2,WIN,FALSE,,,,
2015,6,Reverend Payne,Rob,133.2,LSC Stud Muffins,Dylan,98.5,WIN,FALSE,,,,
2015,6,Rapid City Monuments,Tsizz,146.4,Team Foote Longs,Wes,159.9,LOSS,FALSE,,,,
2015,7,The Buzzards,Tom,185.9,Eat The Sandwich,Spencer,98.7,WIN,FALSE,,,,
2015,7,AutoDrafted Scrubs,Spear,108,Threat Level Midnight,Ken,120.5,LOSS,FALSE,,,,
2015,7,Paper Thin Walls,Geoff,108.2,Republic City Fire Ferrets,James,112.3,LOSS,FALSE,,,,
2015,7,Johnny Man-Zeer,Gavin,170.6,Reverend Payne,Rob,100.9,WIN,FALSE,,,,
2015,7,LSC Stud Muffins,Dylan,98.1,Rapid City Monuments,Tsizz,147.9,LOSS,FALSE,,,,
2015,7,Team Foote Longs,Wes,106.8,Gotham City Rogues,Dan,187.5,LOSS,FALSE,,,,
2015,8,Threat Level Midnight,Ken,124.7,The Buzzards,Tom,155.6,LOSS,FALSE,,,,
2015,8,Republic City Fire Ferrets,James,189.4,AutoDrafted Scrubs,Spear,125.3,WIN,FALSE,,,,
2015,8,Reverend Payne,Rob,186.7,Paper Thin Walls,Geoff,171.4,WIN,FALSE,,,,
2015,8,Rapid City Monuments,Tsizz,140,Johnny Man-Zeer,Gavin,127.8,WIN,FALSE,,,,
2015,8,Gotham City Rogues,Dan,145.8,LSC Stud Muffins,Dylan,86.1,WIN,FALSE,,,,
2015,8,Eat The Sandwich,Spencer,108.4,Team Foote Longs,Wes,134.8,LOSS,FALSE,,,,
2015,9,The Buzzards,Tom,178.7,Republic City Fire Ferrets,James,138.2,WIN,FALSE,,,,
2015,9,AutoDrafted Scrubs,Spear,113.6,Reverend Payne,Rob,177.5,LOSS,FALSE,,,,
2015,9,Paper Thin Walls,Geoff,106.6,Rapid City Monuments,Tsizz,113.3,LOSS,FALSE,,,,
2015,9,Johnny Man-Zeer,Gavin,160.7,Gotham City Rogues,Dan,126.8,WIN,FALSE,,,,
2015,9,LSC Stud Muffins,Dylan,120.5,Eat The Sandwich,Spencer,103.1,WIN,FALSE,,,,
2015,9,Team Foote Longs,Wes,149.8,Threat Level Midnight,Ken,136.4,WIN,FALSE,,,,
2015,10,Reverend Payne,Rob,114.4,The Buzzards,Tom,159.9,LOSS,FALSE,,,,
2015,10,Rapid City Monuments,Tsizz,123.8,AutoDrafted Scrubs,Spear,152.1,LOSS,FALSE,,,,
2015,10,Gotham City Rogues,Dan,146.7,Paper Thin Walls,Geoff,124.2,WIN,FALSE,,,,
2015,10,Eat The Sandwich,Spencer,66.6,Johnny Man-Zeer,Gavin,160.4,LOSS,FALSE,,,,
2015,10,Threat Level Midnight,Ken,131.9,LSC Stud Muffins,Dylan,96.1,WIN,FALSE,,,,
2015,10,Republic City Fire Ferrets,James,145.5,Team Foote Longs,Wes,76.2,WIN,FALSE,,,,
2015,11,The Buzzards,Tom,128.3,Rapid City Monuments,Tsizz,109.3,WIN,FALSE,,,,
2015,11,AutoDrafted Scrubs,Spear,98.6,Gotham City Rogues,Dan,150.3,LOSS,FALSE,,,,
2015,11,Paper Thin Walls,Geoff,95.7,Eat The Sandwich,Spencer,114.1,LOSS,FALSE,,,,
2015,11,Johnny Man-Zeer,Gavin,74.7,Threat Level Midnight,Ken,64.2,WIN,FALSE,,,,
2015,11,LSC Stud Muffins,Dylan,93.6,Republic City Fire Ferrets,James,142.7,LOSS,FALSE,,,,
2015,11,Team Foote Longs,Wes,92.4,Reverend Payne,Rob,146.8,LOSS,FALSE,,,,
2015,12,The Buzzards,Tom,144.2,Gotham City Rogues,Dan,134,WIN,FALSE,,,,
2015,12,AutoDrafted Scrubs,Spear,143.7,Eat The Sandwich,Spencer,144.9,LOSS,FALSE,,,,
2015,12,Paper Thin Walls,Geoff,85.6,Threat Level Midnight,Ken,142.6,LOSS,FALSE,,,,
2015,12,Johnny Man-Zeer,Gavin,138.4,Republic City Fire Ferrets,James,162.8,LOSS,FALSE,,,,
2015,12,LSC Stud Muffins,Dylan,105.8,Reverend Payne,Rob,93.1,WIN,FALSE,,,,
2015,12,Team Foote Longs,Wes,132.1,Rapid City Monuments,Tsizz,136.6,LOSS,FALSE,,,,
2015,13,Eat The Sandwich,Spencer,188.2,The Buzzards,Tom,176.6,WIN,FALSE,,,,
2015,13,Threat Level Midnight,Ken,166.8,AutoDrafted Scrubs,Spear,126.1,WIN,FALSE,,,,
2015,13,Republic City Fire Ferrets,James,120.3,Paper Thin Walls,Geoff,135.9,LOSS,FALSE,,,,
2015,13,Reverend Payne,Rob,181.3,Johnny Man-Zeer,Gavin,159.8,WIN,FALSE,,,,
2015,13,Rapid City Monuments,Tsizz,139.1,LSC Stud Muffins,Dylan,134.3,WIN,FALSE,,,,
2015,13,Gotham City Rogues,Dan,106.9,Team Foote Longs,Wes,135.2,LOSS,FALSE,,,,
2015,14,Reverend Payne,Rob,325.7,Republic City Fire Ferrets,James,303.5,WIN,TRUE,Winners,1,1,4
2015,14,The Buzzards,Tom,279.2,Gotham City Rogues,Dan,306.5,LOSS,TRUE,Winners,1,2,3
2015,14,Johnny Man-Zeer,Gavin,258,Eat The Sandwich,Spencer,228.8,WIN,TRUE,Consolation,1,5,6
2015,14,Rapid City Monuments,Tsizz,266.6,Team Foote Longs,Wes,189.5,WIN,TRUE,Consolation,1,7,8
2015,14,AutoDrafted Scrubs,Spear,284.9,Threat Level Midnight,Ken,288.8,LOSS,TRUE,Consolation,1,9,10
2015,14,Paper Thin Walls,Geoff,272.5,LSC Stud Muffins,Dylan,198.5,WIN,TRUE,Consolation,1,11,12
2015,15,Reverend Payne,Rob,255.1,Gotham City Rogues,Dan,269.9,LOSS,TRUE,Winners,2,1,3
2015,15,The Buzzards,Tom,226.1,Republic City Fire Ferrets,James,192.8,WIN,TRUE,Winners,2,2,4
2015,15,Johnny Man-Zeer,Gavin,285.9,Rapid City Monuments,Tsizz,238.2,WIN,TRUE,Consolation,2,5,7
2015,15,Eat The Sandwich,Spencer,180.5,Threat Level Midnight,Ken,286.9,LOSS,TRUE,Consolation,2,6,10
2015,15,Team Foote Longs,Wes,221.1,Paper Thin Walls,Geoff,281.7,LOSS,TRUE,Consolation,2,8,11
2015,15,AutoDrafted Scrubs,Spear,276.2,LSC Stud Muffins,Dylan,156.2,WIN,TRUE,Consolation,2,9,12
2016,1,Nothing to see Here,Ken,138.5,Kirk's Sinking Enterprise,James,127.2,WIN,FALSE,,,,
2016,1,Gotham City Rogues,Dan,131.8,To Me Those BallsArePerfect,Tsizz,120.6,WIN,FALSE,,,,
2016,1,Eat The Sandwich,Spencer,167.5,Reverend Payne,Rob,164.1,WIN,FALSE,,,,
2016,1,WhenURKickerIs YourBestPlayer,Spear,123.6,LSC Stud Muffins,Dylan,104.2,WIN,FALSE,,,,
2016,1,Team Foote Longs,Wes,110.6,Johnny Man-Zeer,Gavin,149.8,LOSS,FALSE,,,,
2016,1,The Phenomenal Ones,Tom,156.9,Seabass and the Fellas,Geoff,179.3,LOSS,FALSE,,,,
2016,2,Kirk's Sinking Enterprise,James,123.2,To Me Those BallsArePerfect,Tsizz,160.6,LOSS,FALSE,,,,
2016,2,Reverend Payne,Rob,151.5,Nothing to see Here,Ken,149.3,WIN,FALSE,,,,
2016,2,Eat The Sandwich,Spencer,153.2,Gotham City Rogues,Dan,118.2,WIN,FALSE,,,,
2016,2,LSC Stud Muffins,Dylan,81.6,Johnny Man-Zeer,Gavin,118.1,LOSS,FALSE,,,,
2016,2,Seabass and the Fellas,Geoff,128.9,WhenURKickerIs YourBestPlayer,Spear,116.7,WIN,FALSE,,,,
2016,2,The Phenomenal Ones,Tom,144.2,Team Foote Longs,Wes,92.8,WIN,FALSE,,,,
2016,3,Reverend Payne,Rob,189.8,Kirk's Sinking Enterprise,James,174.4,WIN,FALSE,,,,
2016,3,To Me Those BallsArePerfect,Tsizz,65,Eat The Sandwich,Spencer,141,LOSS,FALSE,,,,
2016,3,Nothing to see Here,Ken,153,Gotham City Rogues,Dan,97.5,WIN,FALSE,,,,
2016,3,Seabass and the Fellas,Geoff,108.7,LSC Stud Muffins,Dylan,134.9,LOSS,FALSE,,,,
2016,3,Johnny Man-Zeer,Gavin,144.1,The Phenomenal Ones,Tom,144.3,LOSS,FALSE,,,,
2016,3,WhenURKickerIs YourBestPlayer,Spear,104.9,Team Foote Longs,Wes,120.2,LOSS,FALSE,,,,
2016,4,Kirk's Sinking Enterprise,James,105.7,Eat The Sandwich,Spencer,110,LOSS,FALSE,,,,
2016,4,Gotham City Rogues,Dan,74.8,Reverend Payne,Rob,156.9,LOSS,FALSE,,,,
2016,4,Nothing to see Here,Ken,78.2,To Me Those BallsArePerfect,Tsizz,122.7,LOSS,FALSE,,,,
2016,4,LSC Stud Muffins,Dylan,134.1,The Phenomenal Ones,Tom,135,LOSS,FALSE,,,,
2016,4,Team Foote Longs,Wes,127.2,Seabass and the Fellas,Geoff,159,LOSS,FALSE,,,,
2016,4,WhenURKickerIs YourBestPlayer,Spear,128.4,Johnny Man-Zeer,Gavin,155.6,LOSS,FALSE,,,,
2016,5,Gotham City Rogues,Dan,94.1,Kirk's Sinking Enterprise,James,160.2,LOSS,FALSE,,,,
2016,5,Eat The Sandwich,Spencer,136.6,Nothing to see Here,Ken,138.7,LOSS,FALSE,,,,
2016,5,Reverend Payne,Rob,159.4,To Me Those BallsArePerfect,Tsizz,137.9,WIN,FALSE,,,,
2016,5,Team Foote Longs,Wes,144.4,LSC Stud Muffins,Dylan,145.9,LOSS,FALSE,,,,
2016,5,The Phenomenal Ones,Tom,90.6,WhenURKickerIs YourBestPlayer,Spear,93.9,LOSS,FALSE,,,,
2016,5,Seabass and the Fellas,Geoff,81.2,Johnny Man-Zeer,Gavin,149,LOSS,FALSE,,,,
2016,6,Kirk's Sinking Enterprise,James,221.6,LSC Stud Muffins,Dylan,96,WIN,FALSE,,,,
2016,6,Nothing to see Here,Ken,99.6,WhenURKickerIs YourBestPlayer,Spear,81.3,WIN,FALSE,,,,
2016,6,To Me Those BallsArePerfect,Tsizz,136.5,Johnny Man-Zeer,Gavin,104.9,WIN,FALSE,,,,
2016,6,Reverend Payne,Rob,120.5,Seabass and the Fellas,Geoff,188.6,LOSS,FALSE,,,,
2016,6,Eat The Sandwich,Spencer,96.7,The Phenomenal Ones,Tom,118.1,LOSS,FALSE,,,,
2016,6,Gotham City Rogues,Dan,144.6,Team Foote Longs,Wes,83.4,WIN,FALSE,,,,
2016,7,LSC Stud Muffins,Dylan,134.9,Nothing to see Here,Ken,131.4,WIN,FALSE,,,,
2016,7,WhenURKickerIs YourBestPlayer,Spear,156,To Me Those BallsArePerfect,Tsizz,113.9,WIN,FALSE,,,,
2016,7,Johnny Man-Zeer,Gavin,114.2,Reverend Payne,Rob,190.4,LOSS,FALSE,,,,
2016,7,Seabass and the Fellas,Geoff,148.9,Eat The Sandwich,Spencer,124.9,WIN,FALSE,,,,
2016,7,The Phenomenal Ones,Tom,78.8,Gotham City Rogues,Dan,138.9,LOSS,FALSE,,,,
2016,7,Team Foote Longs,Wes,115.9,Kirk's Sinking Enterprise,James,88.6,WIN,FALSE,,,,
2016,8,To Me Those BallsArePerfect,Tsizz,62.5,LSC Stud Muffins,Dylan,104,LOSS,FALSE,,,,
2016,8,Reverend Payne,Rob,152.4,WhenURKickerIs YourBestPlayer,Spear,162.3,LOSS,FALSE,,,,
2016,8,Eat The Sandwich,Spencer,124.5,Johnny Man-Zeer,Gavin,137.1,LOSS,FALSE,,,,
2016,8,Gotham City Rogues,Dan,145.9,Seabass and the Fellas,Geoff,96.2,WIN,FALSE,,,,
2016,8,Kirk's Sinking Enterprise,James,136.4,The Phenomenal Ones,Tom,172.5,LOSS,FALSE,,,,
2016,8,Nothing to see Here,Ken,108.5,Team Foote Longs,Wes,124.2,LOSS,FALSE,,,,
2016,9,LSC Stud Muffins,Dylan,143.1,Reverend Payne,Rob,112.5,WIN,FALSE,,,,
2016,9,WhenURKickerIs YourBestPlayer,Spear,122.4,Eat The Sandwich,Spencer,123.4,LOSS,FALSE,,,,
2016,9,Johnny Man-Zeer,Gavin,110.7,Gotham City Rogues,Dan,115.1,LOSS,FALSE,,,,
2016,9,Seabass and the Fellas,Geoff,182.6,Kirk's Sinking Enterprise,James,161.3,WIN,FALSE,,,,
2016,9,The Phenomenal Ones,Tom,124.7,Nothing to see Here,Ken,131,LOSS,FALSE,,,,
2016,9,Team Foote Longs,Wes,106.6,To Me Those BallsArePerfect,Tsizz,138.9,LOSS,FALSE,,,,
2016,10,Eat The Sandwich,Spencer,149.7,LSC Stud Muffins,Dylan,137.1,WIN,FALSE,,,,
2016,10,Gotham City Rogues,Dan,130.9,WhenURKickerIs YourBestPlayer,Spear,123.8,WIN,FALSE,,,,
2016,10,Kirk's Sinking Enterprise,James,118.2,Johnny Man-Zeer,Gavin,120.7,LOSS,FALSE,,,,
2016,10,Nothing to see Here,Ken,158.7,Seabass and the Fellas,Geoff,128,WIN,FALSE,,,,
2016,10,To Me Those BallsArePerfect,Tsizz,127.7,The Phenomenal Ones,Tom,140.6,LOSS,FALSE,,,,
2016,10,Reverend Payne,Rob,141.6,Team Foote Longs,Wes,98.6,WIN,FALSE,,,,
2016,11,LSC Stud Muffins,Dylan,151,Gotham City Rogues,Dan,109.6,WIN,FALSE,,,,
2016,11,WhenURKickerIs YourBestPlayer,Spear,116.3,Kirk's Sinking Enterprise,James,134.3,LOSS,FALSE,,,,
2016,11,Johnny Man-Zeer,Gavin,139,Nothing to see Here,Ken,153.8,LOSS,FALSE,,,,
2016,11,Seabass and the Fellas,Geoff,88.3,To Me Those BallsArePerfect,Tsizz,129.3,LOSS,FALSE,,,,
2016,11,The Phenomenal Ones,Tom,143.8,Reverend Payne,Rob,158.2,LOSS,FALSE,,,,
2016,11,Team Foote Longs,Wes,97.9,Eat The Sandwich,Spencer,84.3,WIN,FALSE,,,,
2016,12,LSC Stud Muffins,Dylan,142.8,Kirk's Sinking Enterprise,James,199.2,LOSS,FALSE,,,,
2016,12,WhenURKickerIs YourBestPlayer,Spear,117.3,Nothing to see Here,Ken,122.8,LOSS,FALSE,,,,
2016,12,Johnny Man-Zeer,Gavin,122.9,To Me Those BallsArePerfect,Tsizz,129.7,LOSS,FALSE,,,,
2016,12,Seabass and the Fellas,Geoff,111.6,Reverend Payne,Rob,186.7,LOSS,FALSE,,,,
2016,12,The Phenomenal Ones,Tom,127.2,Eat The Sandwich,Spencer,94.3,WIN,FALSE,,,,
2016,12,Team Foote Longs,Wes,96.9,Gotham City Rogues,Dan,109,LOSS,FALSE,,,,
2016,13,Nothing to see Here,Ken,103,LSC Stud Muffins,Dylan,178.5,LOSS,FALSE,,,,
2016,13,To Me Those BallsArePerfect,Tsizz,117.3,WhenURKickerIs YourBestPlayer,Spear,132.3,LOSS,FALSE,,,,
2016,13,Reverend Payne,Rob,151.8,Johnny Man-Zeer,Gavin,118.4,WIN,FALSE,,,,
2016,13,Eat The Sandwich,Spencer,143,Seabass and the Fellas,Geoff,138,WIN,FALSE,,,,
2016,13,Gotham City Rogues,Dan,99.3,The Phenomenal Ones,Tom,129,LOSS,FALSE,,,,
2016,13,Kirk's Sinking Enterprise,James,147.5,Team Foote Longs,Wes,129.4,WIN,FALSE,,,,
2016,14,LSC Stud Muffins,Dylan,174.6,To Me Those BallsArePerfect,Tsizz,107.2,WIN,FALSE,,,,
2016,14,WhenURKickerIs YourBestPlayer,Spear,60.1,Reverend Payne,Rob,102,LOSS,FALSE,,,,
2016,14,Johnny Man-Zeer,Gavin,116.5,Eat The Sandwich,Spencer,104,WIN,FALSE,,,,
2016,14,Seabass and the Fellas,Geoff,106.2,Gotham City Rogues,Dan,128.5,LOSS,FALSE,,,,
2016,14,The Phenomenal Ones,Tom,117.1,Kirk's Sinking Enterprise,James,131,LOSS,FALSE,,,,
2016,14,Team Foote Longs,Wes,114.6,Nothing to see Here,Ken,111.8,WIN,FALSE,,,,
2016,15,Reverend Payne,Rob,138.9,BYE,BYE,,BYE,TRUE,Winners,1,1,
2016,15,Nothing to see Here,Ken,134.1,Gotham City Rogues,Dan,93.8,WIN,TRUE,Winners,1,4,5
2016,15,The Phenomenal Ones,Tom,87.2,Johnny Man-Zeer,Gavin,159,LOSS,TRUE,Winners,1,3,6
2016,15,LSC Stud Muffins,Dylan,123.2,BYE,BYE,,BYE,TRUE,Winners,1,2,
2016,15,Eat The Sandwich,Spencer,90.3,Kirk's Sinking Enterprise,James,146.1,LOSS,TRUE,Consolation,1,7,8
2016,15,Seabass and the Fellas,Geoff,173.5,To Me Those BallsArePerfect,Tsizz,99.9,WIN,TRUE,Consolation,1,9,10
2016,15,WhenURKickerIs YourBestPlayer,Spear,123,Team Foote Longs,Wes,93.1,WIN,TRUE,Consolation,1,11,12
2016,16,Reverend Payne,Rob,152.2,Nothing to see Here,Ken,155.1,LOSS,TRUE,Winners,2,1,4
2016,16,LSC Stud Muffins,Dylan,187.6,Johnny Man-Zeer,Gavin,122.8,WIN,TRUE,Winners,2,2,6
2016,16,The Phenomenal Ones,Tom,133.8,Gotham City Rogues,Dan,128.4,WIN,TRUE,Winners,2,3,5
2016,16,Kirk's Sinking Enterprise,James,168.6,Seabass and the Fellas,Geoff,94.8,WIN,TRUE,Consolation,2,8,9
2016,16,Eat The Sandwich,Spencer,93.6,WhenURKickerIs YourBestPlayer,Spear,87,WIN,TRUE,Consolation,2,7,11
2016,16,To Me Those BallsArePerfect,Tsizz,117,Team Foote Longs,Wes,49.6,WIN,TRUE,Consolation,2,10,12
2016,17,LSC Stud Muffins,Dylan,139.3,Nothing to see Here,Ken,123.9,WIN,TRUE,Winners,3,2,4
2016,17,Reverend Payne,Rob,161.1,Johnny Man-Zeer,Gavin,80,WIN,TRUE,Winners,3,1,6
2016,17,The Phenomenal Ones,Tom,80.4,Gotham City Rogues,Dan,88.7,LOSS,TRUE,Winners,3,3,5
2016,17,Eat The Sandwich,Spencer,73.5,Kirk's Sinking Enterprise,James,110.6,LOSS,TRUE,Consolation,3,7,8
2016,17,Seabass and the Fellas,Geoff,163.1,To Me Those BallsArePerfect,Tsizz,106.7,WIN,TRUE,Consolation,3,9,10
2016,17,WhenURKickerIs YourBestPlayer,Spear,86.4,Team Foote Longs,Wes,84.7,WIN,TRUE,Consolation,3,11,12
2017,1,Thanks.,Tsizz,117.6,Reverend Payne,Rob,112.8,WIN,FALSE,,,,
2017,1,Captain Kirk's Enterprise,James,151.1,Eat The Sandwich,Spencer,103.5,WIN,FALSE,,,,
2017,1,Nothing to see Here,Ken,92.3,Gotham City Rogues,Dan,67.2,WIN,FALSE,,,,
2017,1,Team Foote Longs,Wes,130.4,The J.O.B. Squad,Tom,111.8,WIN,FALSE,,,,
2017,1,Pray For Johnny Man-Zeer,Gavin,122,Seabass and the Fellas,Geoff,110.6,WIN,FALSE,,,,
2017,1,LSC Stud Muffins,Dylan,114.6,Abdullah OBKongata,Spear,131.9,LOSS,FALSE,,,,
2017,2,Reverend Payne,Rob,122.9,Eat The Sandwich,Spencer,106.3,WIN,FALSE,,,,
2017,2,Gotham City Rogues,Dan,147,Thanks.,Tsizz,120.2,WIN,FALSE,,,,
2017,2,Nothing to see Here,Ken,101.4,Captain Kirk's Enterprise,James,129.7,LOSS,FALSE,,,,
2017,2,The J.O.B. Squad,Tom,106.6,Seabass and the Fellas,Geoff,161.1,LOSS,FALSE,,,,
2017,2,Abdullah OBKongata,Spear,104.6,Team Foote Longs,Wes,85.5,WIN,FALSE,,,,
2017,2,LSC Stud Muffins,Dylan,132.2,Pray For Johnny Man-Zeer,Gavin,126,WIN,FALSE,,,,
2017,3,Gotham City Rogues,Dan,139.3,Reverend Payne,Rob,143.4,LOSS,FALSE,,,,
2017,3,Eat The Sandwich,Spencer,75.6,Nothing to see Here,Ken,128.4,LOSS,FALSE,,,,
2017,3,Thanks.,Tsizz,122.3,Captain Kirk's Enterprise,James,160.9,LOSS,FALSE,,,,
2017,3,Abdullah OBKongata,Spear,133.1,The J.O.B. Squad,Tom,72.3,WIN,FALSE,,,,
2017,3,Seabass and the Fellas,Geoff,110.3,LSC Stud Muffins,Dylan,109.4,WIN,FALSE,,,,
2017,3,Team Foote Longs,Wes,161.5,Pray For Johnny Man-Zeer,Gavin,181,LOSS,FALSE,,,,
2017,4,Reverend Payne,Rob,87.8,Nothing to see Here,Ken,86,WIN,FALSE,,,,
2017,4,Captain Kirk's Enterprise,James,129.6,Gotham City Rogues,Dan,107.3,WIN,FALSE,,,,
2017,4,Thanks.,Tsizz,126.8,Eat The Sandwich,Spencer,129.9,LOSS,FALSE,,,,
2017,4,The J.O.B. Squad,Tom,115.9,LSC Stud Muffins,Dylan,131.4,LOSS,FALSE,,,,
2017,4,Pray For Johnny Man-Zeer,Gavin,119.7,Abdullah OBKongata,Spear,82.4,WIN,FALSE,,,,
2017,4,Team Foote Longs,Wes,126.3,Seabass and the Fellas,Geoff,170,LOSS,FALSE,,,,
2017,5,Captain Kirk's Enterprise,James,148.9,Reverend Payne,Rob,136.6,WIN,FALSE,,,,
2017,5,Nothing to see Here,Ken,106.1,Thanks.,Tsizz,112.1,LOSS,FALSE,,,,
2017,5,Gotham City Rogues,Dan,89.5,Eat The Sandwich,Spencer,104.3,LOSS,FALSE,,,,
