year,week,team,team_owner,team_score,opponent,opponent_owner,opponent_score,result,is_playoff,bracket_type,playoff_round,team_seed,opponent_seed
2017,5,Pray For Johnny Man-Zeer,Gavin,142.1,The J.O.B. Squad,Tom,155.9,LOSS,FALSE,,,,
2017,5,LSC Stud Muffins,Dylan,137.5,Team Foote Longs,Wes,94.3,WIN,FALSE,,,,
2017,5,Abdullah OBKongata,Spear,141,Seabass and the Fellas,Geoff,119.6,WIN,FALSE,,,,
2017,6,Reverend Payne,Rob,98.8,The J.O.B. Squad,Tom,146.1,LOSS,FALSE,,,,
2017,6,Thanks.,Tsizz,96.7,Team Foote Longs,Wes,128.4,LOSS,FALSE,,,,
2017,6,Eat The Sandwich,Spencer,149.7,Seabass and the Fellas,Geoff,88.2,WIN,FALSE,,,,
2017,6,Gotham City Rogues,Dan,134.2,Abdullah OBKongata,Spear,140.8,LOSS,FALSE,,,,
2017,6,Nothing to see Here,Ken,113,LSC Stud Muffins,Dylan,107.1,WIN,FALSE,,,,
2017,6,Captain Kirk's Enterprise,James,165.6,Pray For Johnny Man-Zeer,Gavin,153.6,WIN,FALSE,,,,
2017,7,The J.O.B. Squad,Tom,179.6,Thanks.,Tsizz,160.3,WIN,FALSE,,,,
2017,7,Team Foote Longs,Wes,118.8,Eat The Sandwich,Spencer,88.6,WIN,FALSE,,,,
2017,7,Seabass and the Fellas,Geoff,129.1,Gotham City Rogues,Dan,84.7,WIN,FALSE,,,,
2017,7,Abdullah OBKongata,Spear,92.1,Nothing to see Here,Ken,139,LOSS,FALSE,,,,
2017,7,LSC Stud Muffins,Dylan,75,Captain Kirk's Enterprise,James,141.9,LOSS,FALSE,,,,
2017,7,Pray For Johnny Man-Zeer,Gavin,85.5,Reverend Payne,Rob,91.8,LOSS,FALSE,,,,
2017,8,Eat The Sandwich,Spencer,131,The J.O.B. Squad,Tom,117.2,WIN,FALSE,,,,
2017,8,Gotham City Rogues,Dan,142.5,Team Foote Longs,Wes,112.4,WIN,FALSE,,,,
2017,8,Nothing to see Here,Ken,160.5,Seabass and the Fellas,Geoff,137.5,WIN,FALSE,,,,
2017,8,Captain Kirk's Enterprise,James,115.9,Abdullah OBKongata,Spear,141.4,LOSS,FALSE,,,,
2017,8,Reverend Payne,Rob,96.8,LSC Stud Muffins,Dylan,90.3,WIN,FALSE,,,,
2017,8,Thanks.,Tsizz,113.2,Pray For Johnny Man-Zeer,Gavin,140.8,LOSS,FALSE,,,,
2017,9,The J.O.B. Squad,Tom,118.1,Gotham City Rogues,Dan,157.6,LOSS,FALSE,,,,
2017,9,Team Foote Longs,Wes,106.1,Nothing to see Here,Ken,114.3,LOSS,FALSE,,,,
2017,9,Seabass and the Fellas,Geoff,111.5,Captain Kirk's Enterprise,James,80.1,WIN,FALSE,,,,
2017,9,Abdullah OBKongata,Spear,94.7,Reverend Payne,Rob,111.7,LOSS,FALSE,,,,
2017,9,LSC Stud Muffins,Dylan,102.5,Thanks.,Tsizz,149.3,LOSS,FALSE,,,,
2017,9,Pray For Johnny Man-Zeer,Gavin,151.4,Eat The Sandwich,Spencer,99.9,WIN,FALSE,,,,
2017,10,Nothing to see Here,Ken,131.6,The J.O.B. Squad,Tom,121.5,WIN,FALSE,,,,
2017,10,Captain Kirk's Enterprise,James,116.4,Team Foote Longs,Wes,89.1,WIN,FALSE,,,,
2017,10,Reverend Payne,Rob,109.8,Seabass and the Fellas,Geoff,83.5,WIN,FALSE,,,,
2017,10,Thanks.,Tsizz,113.6,Abdullah OBKongata,Spear,165.9,LOSS,FALSE,,,,
2017,10,Eat The Sandwich,Spencer,124.9,LSC Stud Muffins,Dylan,119.6,WIN,FALSE,,,,
2017,10,Gotham City Rogues,Dan,159.7,Pray For Johnny Man-Zeer,Gavin,148.4,WIN,FALSE,,,,
2017,11,The J.O.B. Squad,Tom,132.2,Captain Kirk's Enterprise,James,104.6,WIN,FALSE,,,,
2017,11,Team Foote Longs,Wes,104.2,Reverend Payne,Rob,164.2,LOSS,FALSE,,,,
2017,11,Seabass and the Fellas,Geoff,143.2,Thanks.,Tsizz,139.2,WIN,FALSE,,,,
2017,11,Abdullah OBKongata,Spear,135.2,Eat The Sandwich,Spencer,74.2,WIN,FALSE,,,,
2017,11,LSC Stud Muffins,Dylan,97,Gotham City Rogues,Dan,142.5,LOSS,FALSE,,,,
2017,11,Pray For Johnny Man-Zeer,Gavin,146,Nothing to see Here,Ken,139.5,WIN,FALSE,,,,
2017,12,The J.O.B. Squad,Tom,104,Reverend Payne,Rob,105.9,LOSS,FALSE,,,,
2017,12,Team Foote Longs,Wes,125.7,Thanks.,Tsizz,127.9,LOSS,FALSE,,,,
2017,12,Seabass and the Fellas,Geoff,185.3,Eat The Sandwich,Spencer,97.5,WIN,FALSE,,,,
2017,12,Abdullah OBKongata,Spear,88.5,Gotham City Rogues,Dan,163.6,LOSS,FALSE,,,,
2017,12,LSC Stud Muffins,Dylan,136.1,Nothing to see Here,Ken,103.6,WIN,FALSE,,,,
2017,12,Pray For Johnny Man-Zeer,Gavin,178.6,Captain Kirk's Enterprise,James,116.3,WIN,FALSE,,,,
2017,13,Thanks.,Tsizz,147,The J.O.B. Squad,Tom,130.9,WIN,FALSE,,,,
2017,13,Eat The Sandwich,Spencer,75.9,Team Foote Longs,Wes,105.3,LOSS,FALSE,,,,
2017,13,Gotham City Rogues,Dan,108.6,Seabass and the Fellas,Geoff,144.7,LOSS,FALSE,,,,
2017,13,Nothing to see Here,Ken,161.1,WhenURKickerIs YourBestPlayer,Spear,119.2,WIN,FALSE,,,,
2017,13,Captain Kirk's Enterprise,James,92.5,LSC Stud Muffins,Dylan,106.8,LOSS,FALSE,,,,
2017,13,Reverend Payne,Rob,169.6,Pray For Johnny Man-Zeer,Gavin,117.7,WIN,FALSE,,,,
2017,14,Reverend Payne,Rob,93.4,BYE,BYE,,BYE,TRUE,Winners,1,1,
2017,14,Nothing to see Here,Ken,142.3,Abdullah OBKongata,Spear,122.5,WIN,TRUE,Winners,1,4,5
2017,14,Captain Kirk's Enterprise,James,121.1,Pray For Johnny Man-Zeer,Gavin,145.5,LOSS,TRUE,Winners,1,3,6
2017,14,Seabass and the Fellas,Geoff,120.4,BYE,BYE,,BYE,TRUE,Winners,1,2,
2017,14,Gotham City Rogues,Dan,99.7,Thanks.,Tsizz,138.6,LOSS,TRUE,Consolation,1,7,8
2017,14,LSC Stud Muffins,Dylan,152.2,Eat The Sandwich,Spencer,106.3,WIN,TRUE,Consolation,1,9,10
2017,14,The J.O.B. Squad,Tom,149.5,Team Foote Longs,Wes,139.2,WIN,TRUE,Consolation,1,11,12
2017,15,Reverend Payne,Rob,133.2,Nothing to see Here,Ken,94.8,WIN,TRUE,Winners,2,1,4
2017,15,Seabass and the Fellas,Geoff,145.3,Pray For Johnny Man-Zeer,Gavin,141.1,WIN,TRUE,Winners,2,2,6
2017,15,Captain Kirk's Enterprise,James,150.1,Abdullah OBKongata,Spear,128.6,WIN,TRUE,Winners,2,3,5
2017,15,Thanks.,Tsizz,125.2,LSC Stud Muffins,Dylan,130.2,LOSS,TRUE,Consolation,2,8,9
2017,15,Gotham City Rogues,Dan,141.9,The J.O.B. Squad,Tom,137.8,WIN,TRUE,Consolation,2,7,11
2017,15,Eat The Sandwich,Spencer,150.7,Team Foote Longs,Wes,118.9,WIN,TRUE,Consolation,2,10,12
2017,16,Reverend Payne,Rob,104.9,Seabass and the Fellas,Geoff,140.3,LOSS,TRUE,Winners,3,1,2
2017,16,Nothing to see Here,Ken,126.6,Pray For Johnny Man-Zeer,Gavin,128.8,LOSS,TRUE,Winners,3,4,6
2017,16,Captain Kirk's Enterprise,James,133.4,Abdullah OBKongata,Spear,119.5,WIN,TRUE,Winners,3,3,5
2017,16,Gotham City Rogues,Dan,127.4,LSC Stud Muffins,Dylan,100.3,WIN,TRUE,Consolation,3,7,9
2017,16,Thanks.,Tsizz,67.5,Eat The Sandwich,Spencer,72.5,LOSS,TRUE,Consolation,3,8,10
2017,16,The J.O.B. Squad,Tom,128.2,Team Foote Longs,Wes,144.7,LOSS,TRUE,Consolation,3,11,12
2018,1,Reverend Payne,Rob,131.9,Eat The Sandwich,Spencer,119.9,WIN,FALSE,,,,
2018,1,Ez Win 4U,Ken,138.5,Gotham City Rogues,Dan,196.1,LOSS,FALSE,,,,
2018,1,Team To Be Named Later,James,150.5,Spock's 1995 Toyota Camry,Tsizz,138.1,WIN,FALSE,,,,
2018,1,Team Foote Longs,Wes,95.2,LSC Stud Muffins,Dylan,84.7,WIN,FALSE,,,,
2018,1,Seabass and the Fellas,Geoff,133.7,Sanchezis MyKeeper,Spear,133.7,TIE,FALSE,,,,
2018,1,Trust The Process,Tom,116.7,The Comeback of Johnny Man-Zeer,Gavin,152.9,LOSS,FALSE,,,,
2018,2,Eat The Sandwich,Spencer,131.2,Gotham City Rogues,Dan,141.2,LOSS,FALSE,,,,
2018,2,Spock's 1995 Toyota Camry,Tsizz,170.5,Reverend Payne,Rob,175,LOSS,FALSE,,,,
2018,2,Team To Be Named Later,James,134.8,Ez Win 4U,Ken,105.5,WIN,FALSE,,,,
2018,2,LSC Stud Muffins,Dylan,118.7,Sanchezis MyKeeper,Spear,136.5,LOSS,FALSE,,,,
2018,2,The Comeback of Johnny Man-Zeer,Gavin,140.2,Team Foote Longs,Wes,93.7,WIN,FALSE,,,,
2018,2,Trust The Process,Tom,177.1,Seabass and the Fellas,Geoff,120.8,WIN,FALSE,,,,
2018,3,Spock's 1995 Toyota Camry,Tsizz,107.9,Eat The Sandwich,Spencer,114.3,LOSS,FALSE,,,,
2018,3,Gotham City Rogues,Dan,111.9,Team To Be Named Later,James,147.4,LOSS,FALSE,,,,
2018,3,Reverend Payne,Rob,148.6,Ez Win 4U,Ken,129,WIN,FALSE,,,,
2018,3,The Comeback of Johnny Man-Zeer,Gavin,129,LSC Stud Muffins,Dylan,153.4,LOSS,FALSE,,,,
2018,3,Sanchezis MyKeeper,Spear,148.1,Trust The Process,Tom,127.1,WIN,FALSE,,,,
2018,3,Team Foote Longs,Wes,67.2,Seabass and the Fellas,Geoff,121.1,LOSS,FALSE,,,,
2018,4,Eat The Sandwich,Spencer,109.7,Team To Be Named Later,James,113.7,LOSS,FALSE,,,,
2018,4,Ez Win 4U,Ken,150.9,Spock's 1995 Toyota Camry,Tsizz,161.3,LOSS,FALSE,,,,
2018,4,Reverend Payne,Rob,137.4,Gotham City Rogues,Dan,128.5,WIN,FALSE,,,,
2018,4,LSC Stud Muffins,Dylan,173.4,Trust The Process,Tom,139.4,WIN,FALSE,,,,
2018,4,Seabass and the Fellas,Geoff,149.1,The Comeback of Johnny Man-Zeer,Gavin,168.4,LOSS,FALSE,,,,
2018,4,Team Foote Longs,Wes,94.4,Sanchezis MyKeeper,Spear,179.6,LOSS,FALSE,,,,
2018,5,Ez Win 4U,Ken,111.1,Eat The Sandwich,Spencer,86.1,WIN,FALSE,,,,
2018,5,Team To Be Named Later,James,131.3,Reverend Payne,Rob,125.3,WIN,FALSE,,,,
2018,5,Spock's 1995 Toyota Camry,Tsizz,83.1,Gotham City Rogues,Dan,184.8,LOSS,FALSE,,,,
2018,5,Seabass and the Fellas,Geoff,96,LSC Stud Muffins,Dylan,119.5,LOSS,FALSE,,,,
2018,5,Trust The Process,Tom,139.3,Team Foote Longs,Wes,95.7,WIN,FALSE,,,,
2018,5,The Comeback of Johnny Man-Zeer,Gavin,170.8,Sanchezis MyKeeper,Spear,145.2,WIN,FALSE,,,,
2018,6,Eat The Sandwich,Spencer,128.4,LSC Stud Muffins,Dylan,148.1,LOSS,FALSE,,,,
2018,6,Reverend Payne,Rob,120,Team Foote Longs,Wes,113.8,WIN,FALSE,,,,
2018,6,Gotham City Rogues,Dan,130.2,Sanchezis MyKeeper,Spear,146.6,LOSS,FALSE,,,,
2018,6,Spock's 1995 Toyota Camry,Tsizz,123.4,The Comeback of Johnny Man-Zeer,Gavin,137.9,LOSS,FALSE,,,,
2018,6,Team To Be Named Later,James,140.1,Trust The Process,Tom,170.3,LOSS,FALSE,,,,
2018,6,Ez Win 4U,Ken,107.8,Seabass and the Fellas,Geoff,132.7,LOSS,FALSE,,,,
2018,7,LSC Stud Muffins,Dylan,72.5,Reverend Payne,Rob,112.9,LOSS,FALSE,,,,
2018,7,Team Foote Longs,Wes,110.3,Gotham City Rogues,Dan,98.7,WIN,FALSE,,,,
2018,7,Sanchezis MyKeeper,Spear,155.3,Spock's 1995 Toyota Camry,Tsizz,176.6,LOSS,FALSE,,,,
2018,7,The Comeback of Johnny Man-Zeer,Gavin,133.3,Team To Be Named Later,James,140.1,LOSS,FALSE,,,,
2018,7,Trust The Process,Tom,138.7,Ez Win 4U,Ken,105.3,WIN,FALSE,,,,
2018,7,Seabass and the Fellas,Geoff,119.3,Eat The Sandwich,Spencer,131.3,LOSS,FALSE,,,,
2018,8,Gotham City Rogues,Dan,167.8,LSC Stud Muffins,Dylan,61.2,WIN,FALSE,,,,
2018,8,Spock's 1995 Toyota Camry,Tsizz,145.4,Team Foote Longs,Wes,121.7,WIN,FALSE,,,,
2018,8,Team To Be Named Later,James,145.5,Sanchezis MyKeeper,Spear,140.1,WIN,FALSE,,,,
2018,8,Ez Win 4U,Ken,178.5,The Comeback of Johnny Man-Zeer,Gavin,161.8,WIN,FALSE,,,,
2018,8,Eat The Sandwich,Spencer,116.1,Trust The Process,Tom,160.2,LOSS,FALSE,,,,
2018,8,Reverend Payne,Rob,140.7,Seabass and the Fellas,Geoff,128.6,WIN,FALSE,,,,
2018,9,LSC Stud Muffins,Dylan,86.1,Spock's 1995 Toyota Camry,Tsizz,114.7,LOSS,FALSE,,,,
2018,9,Team Foote Longs,Wes,116.9,Team To Be Named Later,James,168.7,LOSS,FALSE,,,,
2018,9,Sanchezis MyKeeper,Spear,147.2,Ez Win 4U,Ken,116.1,WIN,FALSE,,,,
2018,9,The Comeback of Johnny Man-Zeer,Gavin,129.4,Eat The Sandwich,Spencer,122.8,WIN,FALSE,,,,
2018,9,Trust The Process,Tom,113.6,Reverend Payne,Rob,129.5,LOSS,FALSE,,,,
2018,9,Seabass and the Fellas,Geoff,130.4,Gotham City Rogues,Dan,151.1,LOSS,FALSE,,,,
2018,10,Team To Be Named Later,James,162.2,LSC Stud Muffins,Dylan,150.9,WIN,FALSE,,,,
2018,10,Ez Win 4U,Ken,156.5,Team Foote Longs,Wes,92.5,WIN,FALSE,,,,
2018,10,Eat The Sandwich,Spencer,102.3,Sanchezis MyKeeper,Spear,144,LOSS,FALSE,,,,
2018,10,Reverend Payne,Rob,153.8,The Comeback of Johnny Man-Zeer,Gavin,167.9,LOSS,FALSE,,,,
2018,10,Gotham City Rogues,Dan,153.3,Trust The Process,Tom,144.4,WIN,FALSE,,,,
2018,10,Spock's 1995 Toyota Camry,Tsizz,156.4,Seabass and the Fellas,Geoff,117.5,WIN,FALSE,,,,
2018,11,LSC Stud Muffins,Dylan,95.5,Ez Win 4U,Ken,91.4,WIN,FALSE,,,,
2018,11,Team Foote Longs,Wes,102.7,Eat The Sandwich,Spencer,90.5,WIN,FALSE,,,,
2018,11,Sanchezis MyKeeper,Spear,106.4,Reverend Payne,Rob,178.6,LOSS,FALSE,,,,
2018,11,The Comeback of Johnny Man-Zeer,Gavin,117.8,Gotham City Rogues,Dan,145.8,LOSS,FALSE,,,,
2018,11,Trust The Process,Tom,125.3,Spock's 1995 Toyota Camry,Tsizz,178.1,LOSS,FALSE,,,,
2018,11,Seabass and the Fellas,Geoff,108.7,Team To Be Named Later,James,186.3,LOSS,FALSE,,,,
2018,12,LSC Stud Muffins,Dylan,86.8,Eat The Sandwich,Spencer,120.5,LOSS,FALSE,,,,
2018,12,Team Foote Longs,Wes,113,Reverend Payne,Rob,144,LOSS,FALSE,,,,
2018,12,Sanchezis MyKeeper,Spear,119.9,Gotham City Rogues,Dan,161.4,LOSS,FALSE,,,,
2018,12,The Comeback of Johnny Man-Zeer,Gavin,169.8,Spock's 1995 Toyota Camry,Tsizz,187.7,LOSS,FALSE,,,,
2018,12,Trust The Process,Tom,132.7,Team To Be Named Later,James,109.8,WIN,FALSE,,,,
2018,12,Seabass and the Fellas,Geoff,82.9,Ez Win 4U,Ken,161.3,LOSS,FALSE,,,,
2018,13,Gotham City Rogues,Dan,121.6,LSC Stud Muffins,Dylan,98.4,WIN,FALSE,,,,
2018,13,Eat The Sandwich,Spencer,96.2,Spock's 1995 Toyota Camry,Tsizz,161.5,LOSS,FALSE,,,,
2018,13,Team To Be Named Later,James,133.1,Sanchezis MyKeeper,Spear,114.6,WIN,FALSE,,,,
2018,13,Ez Win 4U,Ken,114,The Comeback of Johnny Man-Zeer,Gavin,139.2,LOSS,FALSE,,,,
2018,13,Team Foote Longs,Wes,95.8,Trust The Process,Tom,123.6,LOSS,FALSE,,,,
2018,13,Reverend Payne,Rob,93.1,Seabass and the Fellas,Geoff,101.4,LOSS,FALSE,,,,
2018,14,Team To Be Named Later,James,129.9,BYE,BYE,,BYE,TRUE,Winners,1,1,
2018,14,Gotham City Rogues,Dan,161.8,Spock's 1995 Toyota Camry,Tsizz,152.7,WIN,TRUE,Winners,1,4,5
2018,14,Reverend Payne,Rob,128.8,Trust The Process,Tom,108.5,WIN,TRUE,Winners,1,3,6
2018,14,The Comeback of Johnny Man-Zeer,Gavin,104.7,BYE,BYE,,BYE,TRUE,Winners,1,2,
2018,14,Sanchezis MyKeeper,Spear,135.3,LSC Stud Muffins,Dylan,109.6,WIN,TRUE,Consolation,1,7,8
2018,14,Ez Win 4U,Ken,104.7,Seabass and the Fellas,Geoff,114.4,LOSS,TRUE,Consolation,1,9,10
2018,14,Eat The Sandwich,Spencer,112.9,Team Foote Longs,Wes,90.6,WIN,TRUE,Consolation,1,11,12
2018,15,Team To Be Named Later,James,127.4,Gotham City Rogues,Dan,75.8,WIN,TRUE,Winners,2,1,4
2018,15,The Comeback of Johnny Man-Zeer,Gavin,136.8,Reverend Payne,Rob,133.7,WIN,TRUE,Winners,2,2,3
2018,15,Spock's 1995 Toyota Camry,Tsizz,81.8,Trust The Process,Tom,106.6,LOSS,TRUE,Winners,2,5,6
2018,15,Sanchezis MyKeeper,Spear,106.3,Seabass and the Fellas,Geoff,125.9,LOSS,TRUE,Consolation,2,7,10
2018,15,LSC Stud Muffins,Dylan,81.7,Eat The Sandwich,Spencer,121.2,LOSS,TRUE,Consolation,2,8,11
2018,15,Ez Win 4U,Ken,97.2,Team Foote Longs,Wes,127.4,LOSS,TRUE,Consolation,2,9,12
2018,16,Team To Be Named Later,James,205.2,The Comeback of Johnny Man-Zeer,Gavin,180.6,WIN,TRUE,Winners,3,1,2
2018,16,Reverend Payne,Rob,142.5,Gotham City Rogues,Dan,118.7,WIN,TRUE,Winners,3,3,4
2018,16,Spock's 1995 Toyota Camry,Tsizz,124.2,Trust The Process,Tom,107.6,WIN,TRUE,Winners,3,5,6
2018,16,Seabass and the Fellas,Geoff,89.8,Eat The Sandwich,Spencer,94,LOSS,TRUE,Consolation,3,10,11
2018,16,Sanchezis MyKeeper,Spear,155.1,Team Foote Longs,Wes,126.4,WIN,TRUE,Consolation,3,7,12
2018,16,LSC Stud Muffins,Dylan,97,Ez Win 4U,Ken,108.8,LOSS,TRUE,Consolation,3,8,9
2019,1,SCOTTS TOTS,Ken,115.1,The Thirteenth District,James,98.1,WIN,FALSE,,,,
2019,1,Eat The Sandwich,Spencer,156.6,Gotham City Rogues,Dan,95,WIN,FALSE,,,,
2019,1,Subverted Expectations,Tsizz,128.1,Reverend Payne,Rob,127.7,WIN,FALSE,,,,
2019,1,Clutch Gene,Spear,93.2,Trust The Process,Tom,127.8,LOSS,FALSE,,,,
2019,1,The Comeback of Johnny Man-Zeer,Gavin,140.8,Seabass and the Fellas,Geoff,186.4,LOSS,FALSE,,,,
2019,1,LSC Stud Muffins,Dylan,159.1,Victim Complexes,Wes,165.4,LOSS,FALSE,,,,
2019,2,Gotham City Rogues,Dan,134.1,Reverend Payne,Rob,148.9,LOSS,FALSE,,,,
2019,2,SCOTTS TOTS,Ken,97.4,Subverted Expectations,Tsizz,83.8,WIN,FALSE,,,,
2019,2,John Loves Dogs,James,176.1,Eat The Sandwich,Spencer,136.7,WIN,FALSE,,,,
2019,2,Trust The Process,Tom,120.4,LSC Stud Muffins,Dylan,133.3,LOSS,FALSE,,,,
2019,2,The Comeback of Johnny Man-Zeer,Gavin,111.5,Clutch Gene,Spear,112.1,LOSS,FALSE,,,,
2019,2,Victim Complexes,Wes,149.6,Seabass and the Fellas,Geoff,116.9,WIN,FALSE,,,,
2019,3,Gotham City Rogues,Dan,96.1,SCOTTS TOTS,Ken,132,LOSS,FALSE,,,,
2019,3,John Loves Dogs,James,134.4,Subverted Expectations,Tsizz,145.8,LOSS,FALSE,,,,
2019,3,Reverend Payne,Rob,144.6,Eat The Sandwich,Spencer,190.3,LOSS,FALSE,,,,
2019,3,Seabass and the Fellas,Geoff,181.2,Trust The Process,Tom,107.3,WIN,FALSE,,,,
2019,3,Clutch Gene,Spear,196.2,LSC Stud Muffins,Dylan,155.5,WIN,FALSE,,,,
2019,3,Victim Complexes,Wes,131.3,The Comeback of Johnny Man-Zeer,Gavin,130.2,WIN,FALSE,,,,
2019,4,Reverend Payne,Rob,108.7,SCOTTS TOTS,Ken,121.6,LOSS,FALSE,,,,
2019,4,Eat The Sandwich,Spencer,113.1,Subverted Expectations,Tsizz,144.7,LOSS,FALSE,,,,
2019,4,Gotham City Rogues,Dan,140.2,The Thirteenth District,James,151.8,LOSS,FALSE,,,,
2019,4,Clutch Gene,Spear,72.4,Victim Complexes,Wes,187.7,LOSS,FALSE,,,,
2019,4,Trust The Process,Tom,166.3,The Comeback of Johnny Man-Zeer,Gavin,82.6,WIN,FALSE,,,,
2019,4,Seabass and the Fellas,Geoff,105.7,LSC Stud Muffins,Dylan,100.6,WIN,FALSE,,,,
2019,5,Reverend Payne,Rob,138,The Thirteenth District,James,187.6,LOSS,FALSE,,,,
2019,5,Subverted Expectations,Tsizz,159.1,Gotham City Rogues,Dan,102.7,WIN,FALSE,,,,
2019,5,SCOTTS TOTS,Ken,146.2,Eat The Sandwich,Spencer,148.6,LOSS,FALSE,,,,
2019,5,Victim Complexes,Wes,142.1,Trust The Process,Tom,178.6,LOSS,FALSE,,,,
2019,5,LSC Stud Muffins,Dylan,127.8,The Comeback of Johnny Man-Zeer,Gavin,126.5,WIN,FALSE,,,,
2019,5,Seabass and the Fellas,Geoff,99.7,Clutch Gene,Spear,137.5,LOSS,FALSE,,,,
2019,6,John Loves Dogs,James,137.2,The Comeback of Johnny Man-Zeer,Gavin,86.7,WIN,FALSE,,,,
2019,6,Gotham City Rogues,Dan,159.2,Trust The Process,Tom,105.2,WIN,FALSE,,,,
2019,6,Reverend Payne,Rob,150.1,LSC Stud Muffins,Dylan,124.3,WIN,FALSE,,,,
2019,6,SCOTTS TOTS,Ken,108.8,Seabass and the Fellas,Geoff,108,WIN,FALSE,,,,
2019,6,Subverted Expectations,Tsizz,131.3,Victim Complexes,Wes,130.3,WIN,FALSE,,,,
2019,6,Eat The Sandwich,Spencer,155.4,Clutch Gene,Spear,168.1,LOSS,FALSE,,,,
2019,7,Clutch Gene,Spear,91.3,Gotham City Rogues,Dan,150.6,LOSS,FALSE,,,,
2019,7,Victim Complexes,Wes,118.2,Reverend Payne,Rob,115.1,WIN,FALSE,,,,
2019,7,The Comeback of Johnny Man-Zeer,Gavin,139.2,SCOTTS TOTS,Ken,124.7,WIN,FALSE,,,,
2019,7,Trust The Process,Tom,96.2,Subverted Expectations,Tsizz,128.9,LOSS,FALSE,,,,
2019,7,Seabass and the Fellas,Geoff,52.6,Eat The Sandwich,Spencer,141.1,LOSS,FALSE,,,,
2019,7,LSC Stud Muffins,Dylan,70.3,The Thirteenth District,James,120.5,LOSS,FALSE,,,,
2019,8,Reverend Payne,Rob,127.7,Trust The Process,Tom,145,LOSS,FALSE,,,,
2019,8,SCOTTS TOTS,Ken,89.6,LSC Stud Muffins,Dylan,127.8,LOSS,FALSE,,,,
2019,8,Subverted Expectations,Tsizz,101.8,Clutch Gene,Spear,159.1,LOSS,FALSE,,,,
2019,8,Eat The Sandwich,Spencer,151.7,The Comeback of Johnny Man-Zeer,Gavin,136.3,WIN,FALSE,,,,
2019,8,John Loves Dogs,James,152.7,Victim Complexes,Wes,113.1,WIN,FALSE,,,,
2019,8,Gotham City Rogues,Dan,157.8,Seabass and the Fellas,Geoff,75.8,WIN,FALSE,,,,
2019,9,Victim Complexes,Wes,118.8,SCOTTS TOTS,Ken,126.7,LOSS,FALSE,,,,
2019,9,Seabass and the Fellas,Geoff,119.5,Subverted Expectations,Tsizz,162.7,LOSS,FALSE,,,,
2019,9,LSC Stud Muffins,Dylan,89.8,Eat The Sandwich,Spencer,131.5,LOSS,FALSE,,,,
2019,9,Trust The Process,Tom,184.6,The Thirteenth District,James,123.4,WIN,FALSE,,,,
2019,9,The Comeback of Johnny Man-Zeer,Gavin,142.8,Gotham City Rogues,Dan,103,WIN,FALSE,,,,
2019,9,Clutch Gene,Spear,173,Reverend Payne,Rob,102.9,WIN,FALSE,,,,
2019,10,Subverted Expectations,Tsizz,150.2,The Comeback of Johnny Man-Zeer,Gavin,131.5,WIN,FALSE,,,,
2019,10,Eat The Sandwich,Spencer,133.7,Victim Complexes,Wes,123.8,WIN,FALSE,,,,
2019,10,John Loves Dogs,James,148.8,Clutch Gene,Spear,93.7,WIN,FALSE,,,,
2019,10,Gotham City Rogues,Dan,170.7,LSC Stud Muffins,Dylan,134.4,WIN,FALSE,,,,
2019,10,Reverend Payne,Rob,144.3,Seabass and the Fellas,Geoff,145.1,LOSS,FALSE,,,,
2019,10,SCOTTS TOTS,Ken,73.5,Trust The Process,Tom,152.4,LOSS,FALSE,,,,
2019,11,Trust The Process,Tom,95.7,Eat The Sandwich,Spencer,122.5,LOSS,FALSE,,,,
2019,11,Seabass and the Fellas,Geoff,147.7,The Thirteenth District,James,120.4,WIN,FALSE,,,,
2019,11,Victim Complexes,Wes,153.5,Gotham City Rogues,Dan,127.6,WIN,FALSE,,,,
2019,11,The Comeback of Johnny Man-Zeer,Gavin,133.4,Reverend Payne,Rob,128.6,WIN,FALSE,,,,
2019,11,Clutch Gene,Spear,93.8,SCOTTS TOTS,Ken,103.3,LOSS,FALSE,,,,
2019,11,LSC Stud Muffins,Dylan,113.3,Subverted Expectations,Tsizz,105.3,WIN,FALSE,,,,
2019,12,Trust The Process,Tom,109.9,Clutch Gene,Spear,141.4,LOSS,FALSE,,,,
2019,12,Eat The Sandwich,Spencer,93.2,Gotham City Rogues,Dan,106.9,LOSS,FALSE,,,,
2019,12,Subverted Expectations,Tsizz,135.4,Reverend Payne,Rob,122,WIN,FALSE,,,,
2019,12,John Loves Dogs,James,135.7,SCOTTS TOTS,Ken,98.7,WIN,FALSE,,,,
2019,12,LSC Stud Muffins,Dylan,99.5,Victim Complexes,Wes,111.1,LOSS,FALSE,,,,
2019,12,The Comeback of Johnny Man-Zeer,Gavin,215.3,Seabass and the Fellas,Geoff,106.3,WIN,FALSE,,,,
2019,13,Gotham City Rogues,Dan,106.9,Reverend Payne,Rob,153.3,LOSS,FALSE,,,,
2019,13,Clutch Gene,Spear,123.4,Victim Complexes,Wes,102.1,WIN,FALSE,,,,
2019,13,SCOTTS TOTS,Ken,82,LSC Stud Muffins,Dylan,78.9,WIN,FALSE,,,,
2019,13,Subverted Expectations,Tsizz,99.9,Trust The Process,Tom,105.7,LOSS,FALSE,,,,
2019,13,Eat The Sandwich,Spencer,147.2,Seabass and the Fellas,Geoff,105,WIN,FALSE,,,,
2019,13,John Loves Dogs,James,126.3,The Comeback of Johnny Man-Zeer,Gavin,143.7,LOSS,FALSE,,,,
